careerjunction_za_courses,careerjunction_za_employer_names,careerjunction_za_future_jobtitles,careerjunction_za_historical_jobtitles,careerjunction_za_primary_jobtitle,careerjunction_za_recent_jobtitles,careerjunction_za_skills,num_skills,num_past_jobs
"['Oracle Database 11g Administrator Certified Professional', '1z0-007', 'Pl/Sql Developer Associate', 'ICDL', 'Microsoft Certified Professional (Mcp)', 'Network Plus (N+)', 'B.Sc']","[u'Ict-Works', u'Medunsa', u'University of Limpopo', u'University of Limpopo, Medunsa Campus', u'University of The North']","['Oracle DBA', 'Database Administrator', 'SQL developer']","['SNR Network Operator', 'Library Network Assistant']",649,"['Oracle DBA', 'Oracle SQL Developer']","['Oracle VM Server', 'Databases', 'PL/SQL', 'SQL', 'RMAN', 'Weblogic Server', 'UPK', 'OATS', 'EBS', 'Oracle 11g Database Installation, Upgrade And Administration', 'Rman Backups', 'Oracle Developer', 'Oracle 10g Database Installation,Upgrade And Administration', 'Performance Tuning']",0.0590717299578059,0.08
"['Master In Business Administration', 'Bachelor In Information Technology (Software Development)', 'National Diploma In Information Technology', 'Bachelor In Education (Fet) **Only First Year Completed', 'Matric']","[u'Batswana Combined School', u'Bytes Technology Group', u'Department: National Treasury', u'Department of Education', u'Maodi Technologies (Former TCS Hardware & Software)', u'National Treasury', u'Precipice Trading Enterprise', u'Right to Care Health Services', u'Satyam Computer Services', u'State Information Technology Agency (Sita)', u'Tshwane University of Technology']",['Application Development Manager'],"['Senior IT Specialist Systems Developer', 'Senior IT Specialist Functional Applications Support', 'Lecturer', 'Software Engineer Founder', 'Developer Functional Support', 'Developer Functional Support', 'JNR Software Web Developer Technician', 'Examination Assistant', 'Educator']",432,"['Senior Application Developer', 'Sharepoint Workflow Developer']","['SharePoint', 'Nintex', 'Infopath', 'SharePoint Designer SQL', 'Presentation', 'Sdlc,Unit & Functional Testing, Requirements Gathering, Regression Testing, Maintenance', 'Uml, Dhtml,Css,Sdlc, Iis 6 , C++ Builder 6,Vb.Net,Sql,C#,Html,Xml,Sharepoint,Nintex Workflow,Visual Studio 05/08/2010', 'Window Server 2003/08/R2', 'Tomcat 5.5.20,Apache Web Server', 'Itil V3,Sap, Enovia Matrixone,', 'Powershell']",0.04641350210970464,0.36
['Senior Certificate'],"[u'Auto Dealer', u'Be-Mobile', u'Cell2cell', u'D6 Technology', u'E-Bit', u'Formfunction', u'Isite', u'Itouch PLC', u'Joefox', u'Media Labs', u'Medicare EMR', u'MIH', u'Myrace', u'New Media Publishing', u'Nobrain', u'Obviously Gone', u'Offline Digital', u'Peronii', u'Piccing', u'Private', u'Responsive', u'South African Government', u'Worddial']","['Senior Developer', 'PHP Developer']","['Senior Developer', 'Senior Developer', 'Management', 'cell2cell', 'Developer', 'Developer', 'PHP Developer', 'Senior Developer', 'PHP Developer', 'Systems Architect', 'PHP Developer', 'Systems Architect', 'Systems Architect', 'Developer', 'Developer', 'Developer', 'Developer', 'Developer', 'Systems Engineer', 'Global Content Web Developer']",920,"['Senior PHP Developer', 'Senior PHP Developer']","['PHP', 'HTML', 'Javascript', 'CSS', 'MySQL', 'Architecture Frameworks', 'SEO', 'CMS / CRM', 'Linux', 'Sybase', 'WAP', 'Amazon S3', 'Python', 'Perl']",0.0590717299578059,0.8
"['Master In Information Technology', 'B.Eng Electronic Engineering']","[u'Advanced Technologies & Engineering', u'Epi-Use', u'XN Corporation Africa']",[],[],867,"['Software Engineer', 'Junior Software Developer']","['C++', 'Sdlc', 'Visual Studio 6', 'Borland Builder 5 And 6', 'Tcp/Ip', 'MFC', 'MS Media Player SDK', 'MS Media Encoder SDK', 'MS Media Services SDK', 'Visual Studio.Net', 'MS Format SDK', 'Serial Communication', 'Openh323', 'Direct X', 'C#', 'UML']",0.06751054852320675,0.0
"['B.It', 'Java Programming Certificate', 'Senior Certificate']","[u'AMI Quality Express', u'JD Internet Consulting', u'Monotix Information Systems']",[],[],52,"['Programmer', 'Junior Programmer']","['Php Development', 'Database Design', 'Search Engine Optimisation']",0.012658227848101264,0.0
"['Baan Development', 'Matric']","[u'Babcock Borsig Power', u'Fourway Africa', u'H & J Wire Industries', u'L & C Steinmeuller Africa', u'L & C Steinmueller Africa', u'Lindsay Saker', u'Perm Building Society', u'Steinmueller Africa']",[],"['Systems Developer', 'Manufacturing Resources Supervisor', 'Planning & Costing Planner', 'Programmer', 'Computer Operations Supervisor', 'Computer Operator', 'JNR Computer Operator Shift Leader']",199,"['Baan Systems Group Co-Odinator', 'Systems Manager']","['Erp Functionality', 'dos', 'MS OFFICE SUITE', 'Development', 'Training', 'Sql Programming', 'Systems Analayst', 'Unix', 'Novell', 'Project Management']",0.04219409282700422,0.28
"['Senior Certificate', 'Diploma', 'Senior Certificate']","[u'Activi Ventury Group', u'Icss (Independent Computer Systems Services)', u'Ocean Basket', u'Online Innovations']",[],['Web Developer'],1111,"['HP Engineer & Workship Techinician', 'Waiter']","['Mcse / A+ / Data Communications', 'Network +', 'Web Designing']",0.012658227848101264,0.04
"['ITIL Foundation', 'Information Technology', 'Adabas Natural Programming Fundementals', 'Fundemental Of Project Management', 'Installing And Configuring Windows 7', 'Information Technology']","[u'Business Connecxion', u'Business Connexion', u'Liberty', u'SITA (State Information Technology Agency)', u'Working Technologies']","['Cobol Programmer', 'System Analyst', 'Database Administrator']","['Junior Software Developer Intern', 'Server Support 1ST Line Intern', 'Junior Java Developer Learnership']",193,"['Software Developer Programmer', 'Junior Software Developer']","['Xhtml', 'Mainframe', 'EGL', 'PLSQL', 'Natural', 'Oracle', 'plsql', 'Oracle plsql', 'Cobol', 'Natural adabas']",0.04219409282700422,0.12
"['ISEB', 'Bachelor Business Science In Finance (Ca)', 'Matriculated With Exemption']","[u'Above Average Tutoring', u'Alexander Forbes', u'Anglo American Platinum', u'Assima (Kaplan Learning Technologies)', u'Cellucity', u'Chinese School', u'Ecentric Payment Systems', u'KPMG', u'Kraftgroupsa', u'Miscellaneous - Please Refer to CV', u'Openbox Software', u'Pres LES', u'Self']",['software developer'],"['Tefl', 'Started QA Company Quality Cubed', 'Junior Business&Systems Analyst Qaulity Assurance', 'Accounts Assistant', 'Data Analyst', 'Accounts Assistant', 'Academic Tutor', 'Auditing Vacation Work', 'Sales Consultant', 'Barman Waitron Miscellaneous']",988,"['Software Developer', 'Junior Developer']","['C# .NET', 'TDD', 'Sql', 'HTML', 'DDD', 'Java', 'Mvp/Mvc', 'Ef 4.1', 'Quality Assurance', 'Systems Analysis', 'requirement specification', 'css', 'kendo', 'MSProject', 'data analysis', 'asp .NET', 'unit test case design', 'jquery', 'javascript', 'entity framework', 'sql performance tuning', 'java', 'cryptography', 'software security angular', 'software security', 'Accountancy', 'Finance', 'Management Accounting', 'Auditing', 'Kick Boxing', 'tax', 'Business Stratagy', 'Sailing']",0.13924050632911392,0.4
['Matric'],"[u'DesSoft Design Software', u'Intergraph Systems SA', u'Resonant Automation', u'Thyssenkrupp Engineering - Uhde', u'VCOPP Market Demand Trading']","['Control and Instrumentation Engineer', 'Control and Instrumentation Technician', 'Instrument Technician', 'Electrical Engineer Design', 'Design Engineer', 'Software Developer', 'C# Developer', '.NET Developer', 'Data Capture', 'Database Administrator']","['Instrument Engineer', 'SmartPlant Instrumentation Senior Application Engineer']",988,"['EC&I Project Design Engineer', 'Application Engineer and Support and Training Manager']","['DesSoft P&ID', 'SmartPlant Instrumentation', 'DesSoft EDES', 'Instrument Design', 'Database Administration', 'Database Development', 'Electrical Control Instrumentation Design', 'Panel Design', 'DesSoft FDES', 'Microsoft Office', 'Engineering Design', 'Electrical Design', 'Mining & Minerals', 'Petrochemical', 'Racking & Routing', 'C#', 'VB', 'VB.NET', 'Procurement', 'Software Development', 'ASP.NET', 'Nuclear Energy', 'Web Design', 'Web Development', 'Oil & Gas']",0.10548523206751054,0.08
"['Certificate Of Competancy', 'Certificate Of Competancy', 'Post Grad Dip Gis', 'Uml Modelling', 'Sap Abap/4', 'N.Dip It']","[u'Arivia.Kom', u'Eskom', u'Pretoria Software Solutions']",['Enterprise Architect'],[],891,"['Solutions Architect Technical Specialist', 'Senior Developer']","['IT Strategy', 'Solution Architect', 'IT Consultant', 'Enterprise Architect', 'ESRI', 'GIS', 'Oracle', 'Smallworld', 'Systems Analysis', 'Business Analyst', 'Business Analysis']",0.04641350210970464,0.0
"['Bachelor of Science Information Technology', 'Higher Certificate in Information Systems']","[u'CTI Education Group', u'Internet Solutions']","['Junior Java Developer', 'Junior Developer', 'Database Developer', 'Java Web Developer', 'Web Developer']",[],468,['Software Developer Intern'],"['Program Design', 'Processing and Logic Concepts', 'Database Design Concepts', 'Teaching', 'Database Management', 'Software Engineering', 'Personal Skills', 'Angular 4+', 'MVC', 'MVC •', 'ASP.NET', 'Entity Framework', 'TypeScript', 'ASP.NET Core', 'Bootstrap 3/4 and Material Design', 'J2ME', 'Java SE', 'ASP.NET WebApi', 'Agile', 'Git', 'LinqToSQL', 'JQuery', 'IIS', 'C#', 'Normalization', 'CSS3', 'HTML5', 'Waterfall Model', 'SDLC', 'MSSQL', 'RESTful Web/Application Server: Tomcat', 'JPA Frameworks: Jboss Seam', 'Operating Systems: Linux and Microsoft Windows.   Programming Languages: Java', 'Glass Fish. Java Technologies: JDBC', 'Perl and php (not certified) Databases: MS SQL Web Technologies: JSF/Richfaces', 'JavaScript', 'J2EE', 'HTML', 'JSP', 'Struts 1.x', 'Computer Literacy', 'Microsoft Power Point', 'Netbeans IDE', 'Microsoft Excel', 'Microsoft Access', 'Adobe Dreamweaver', 'Eclipse IDE', 'Adobe Photoshop', 'Adobe Flash', 'Microsoft Word']",0.21097046413502107,0.0
['Computer System Engineering'],[u'Zensar Technologies'],"['Java Developer', 'Qlickview Developer', 'Front End Web Developer', 'Developer', 'Junior Java Developer']",[],501,[],"['CSS3 •', 'JSF', '•', 'Arduino', 'Servlets', 'Java(JSP', 'Json •', 'Javascript(Angular Js) •', 'C++ •', 'HTML5 •', 'JBDC', 'Web Services(Restful)) •', 'PHP •']",0.05485232067510548,0.0
"['Software Engineer Degree', 'Computer Science Degree']","[u'Derivco', u'Hevron', u'SIX Financial Services', u'Swatch Group']",[],['Software Developer'],936,"['Software Developer and Data Analyst', 'Software Developer']","['OData', 'OOP', 'AngularJS', 'MSSQL', 'MVC', 'Web Apis/Services', 'C#', '.NET', 'Javascript', 'APS .NET', 'Scrum Agile', 'Parallel Programming', 'Html5', 'Css3', 'TDD', 'JQuery', 'Unix', 'Java']",0.07594936708860758,0.04
"['It Programming', '2009']","[u'Braodband', u'Mint Management Technologies']","['Junior Developer', 'Junior Programer']",[],519,"['Intern Developer', 'Learner']","['C#', 'VB .NET', 'SQL and Web development.', 'Microsoft Office', 'Project management', 'SQL', 'MVC', 'Business Communications']",0.03375527426160337,0.0
['Post-Graduation in Production Engineering'],"[u'Eabh', u'Hotel Grande Real de Santa Eulalia', u'Larsen and Toubro InfoTech', u'Luziana Lanna', u'Oracle']","['Language Consultant', 'Brazilian Portuguese']","['Software Developer Junior', 'Information Technology Specialist']",541,"['Customer Support Analyst', 'Information Technology Assistant']","['ArcGis', 'Python', 'Brazilian Portuguese', 'Language Consultant', 'Information Technology', 'Computer Software']",0.025316455696202528,0.08
['Bachelors degree Computer Engineering'],[u'Ejada'],"['ETL Developer', 'BI Specialist', 'Data Warehouse Analyst']",[],888,[],"['Banking', 'Flexcube', 'Oracle', 'Data warehouse', 'ETL', 'OBIEE', 'Informatica']",0.02953586497890295,0.0
"['Cpim', 'B.Econ', 'Secondary Education']","[u'Aegis Insurance Company', u'African-Silver-Safaris', u'Agri Risk Specialists', u'Eskom - Megawatt Park', u'Oxfam GB', u'PC-2000', u'Sentraoes']",[],"['PC Software Developer and Mainframe Programmer', 'Personal Assistant', 'Training Manager End User Software', 'Project Manager', 'Purchasing Manager', 'Consultant']",630,"['Project Manager and Administrator', 'Project Manager']","['Administration', 'MS Office- Word, Excel, PowerPoint, Access', 'Lotus Smart Suite- 123, Wordpro, Freelance Graphic', 'Computer Typing', 'Windows And Windows Explorer', 'Business Process Development', 'Internet Explorer', 'Lotus Notes', 'User Training And Support', 'Software And System Development', 'Outlook Express', 'Project Management', 'Purchasing In Eskom I', 'Contract Management', 'Rpg Mainframe Programming']",0.06329113924050632,0.24
"['MComm', 'Post Graduate Diploma In Project Management', 'Adv Project Management', 'Business Analysis', 'Structured Programming', 'Banking', 'Teaching Diploma', 'Senior Certificate']","[u'ABSA Group IT Solutions', u'Accenture C/O National Treasury', u'North West Government IT Finance', u'South African Revenue Service (SARS)', u'Standard Bank Group IT Solutions', u'Tshepagalang Secondary School']","['Project manager', 'Process engineer; Business Analyst']","['Analyst Software Developer', 'Analyst Programmer', 'Senior Programmer', 'Junior Programmer', 'Teacher']",634,"['Systems Business Analyst', 'SNR Software Developer']","['Teaching (Math & Science)', 'software development', 'Microsoft Office', 'Business analysis', 'JCL', 'Tso (Tp Monitor)', 'Software Development', 'Microsoft Excel', 'Presentation + Jad Sessions', 'MS Word', 'MS Powerpoint', 'Business Analysis', 'Project Management', 'Software development', 'Educator', 'Software development in Delphi', 'Function point analysis', 'Software development in C++', 'Software development in Java', 'SAP BRF']",0.08438818565400844,0.2
"['MBA', 'Post Grad Diploma Corporate Governance', 'Btd-Bachelor Of Training And Developmentlogy', 'Health Management Diploma', 'Diploma Hr Management And Training', 'IT', 'End User Computing', 'Matric']","[u'Aboutlearning', u'Anglo American Platinum', u'Edcon', u'Imperial Logisitics', u'LGSETA', u'Metro Cash & Carry', u'Nedbank', u'Primeserv Edutel & Intec BUS College', u'Protech Training', u'Stanford Business College', u'Youth for Christ NW']","['L & D Manager', 'Training Manager', 'ETQA Manager', 'Training Consultant', 'Trainer']","['Learning Designer Developer', 'Freelance Skills Development Facilitator', 'Learning Specialist', 'Learning Specialist', 'Learnership Facilitator Assessor', 'Project Manager', 'Junior Lecturer', 'Youth Programmes Manager', 'Senior Merchandiser']",17,"['Training Officer HR Generalist', 'Production Support Consultant']","['quality assurance', 'Policy development', 'document design', 'cooaching', 'mentoring', 'Microsoft Office', 'Change Management', 'Computer Skills', 'Design And Develop Learning Materials', 'Leadership', 'Mentoring', 'Microsoft Powerpoint', 'Microsoft Word', 'Customer Support', 'Customer Relations', 'Lay Counseling', 'Design And Conduct Skills Audit', 'Performance Management', 'Project Management', 'Proposal Writing', 'Report Writing', 'Microsoft Excel', 'Research', 'Management Development', 'Strategic Management', 'Microsoft Outlook', 'Budgeting', 'Busineass Consulting', 'Balanced Scorecard', 'Job Analysis', 'Equities', 'Financial Management', 'Strategic Marketing', 'First Aid']",0.14345991561181434,0.36
"['Certificated Computer Technician', 'Certificate In Business Management', 'Certificate In Pc Basics', 'A+ Certification', 'Basic Education']","[u'Bergers', u'Boss Propertyinvestments', u'Edgars', u'Old Mutual', u'Research Surveys', u'Seeff Properties', u'Self Employed']",[],"['Statistical Analyst', 'Mis Analyst Systems Support', 'Research Surveys Field Worker', 'Merchandiser', 'Window Dresser']",739,"['Computer Technician', 'Professional Property Consultant']","['Excel Advanced', 'Microsoft Office Suite', 'Systems Support', 'Office Administrator', 'Access', 'Visual Basic', 'Sap R/3']",0.02953586497890295,0.2
"['J2se Java Programming Certificate', 'Senior Certificate']","[u'ADP Dealer Services', u'Marketing & Research.', u'Neil Harvey & Associates']",[],[],1179,"['Junior Powerhouse Software Developer Programmer', 'Data Capture']","['XML', 'Unix', 'Java', 'SQL', 'UML']",0.02109704641350211,0.0
"['•\tB.Com : Bachelor of Commerce (with Specialization in Informatics)', '•\tDiploma : Business Management']","[u'Ansacall', u'ECR Computer Sales and Services', u'Sybaritic Trading / TechStop', u'Velisa Africa']","['ecommerce', 'e-commerce']",['Computer Technician'],127,"['Owner / Self Employed', 'IT Controller / Sound Engineer / Video Producer']","['e-commerce', 'ecommerce', 'it manager', 'woocommerce', 'seo', 'project manager', 'social media', 'payfast', 'wordpress', 'webmaster', 'business developer', 'it technician', 'blogger', 'powerpoint', 'oscommerce', 'trainer', 'adwords', 'inbound marketing', 'mysql', 'lecturer', 'php', 'xml', 'presenting', 'mentor']",0.10126582278481011,0.04
